STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,TMAX,TMIN
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/17/2018,1.28,0,69,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/18/2018,0.43,0,69,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/19/2018,0,0,79,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/20/2018,0,0,80,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/21/2018,0,0,82,63
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/22/2018,0,0,82,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/23/2018,0,0,81,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/24/2018,0.12,0,81,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/25/2018,0.12,0,74,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/26/2018,0.28,0,79,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/27/2018,1.08,0,69,65
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/28/2018,1.06,0,71,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/29/2018,0,0,70,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,9/30/2018,0,0,75,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/1/2018,0,0,78,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/2/2018,0.01,0,77,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/3/2018,0.13,0,72,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/4/2018,0,0,77,59
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/5/2018,0,0,77,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/6/2018,0,0,81,61
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/7/2018,0,0,78,62
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/8/2018,0,0,80,60
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/9/2018,0,0,80,64
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/10/2018,0,0,76,67
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/11/2018,2.02,0,79,66
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/12/2018,0.26,0,68,47
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/13/2018,0,0,62,47
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/14/2018,0.01,0,60,46
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/15/2018,0,0,70,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/16/2018,0.14,0,74,56
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/17/2018,0.45,0,64,55
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/18/2018,0,0,62,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/19/2018,0,0,60,38
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/20/2018,0.1,0,67,38
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/21/2018,0.23,0,57,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/22/2018,0,0,50,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/23/2018,0,0,58,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/24/2018,0,0,60,34
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/25/2018,0,0,59,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/26/2018,0.57,0,56,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/27/2018,0.22,0,61,46
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/28/2018,0.04,0,47,37
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/29/2018,0,0,64,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/30/2018,0,0,58,33
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,10/31/2018,0,0,65,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/1/2018,0,0,71,58
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/2/2018,0.31,0,71,53
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/3/2018,0.16,0,63,35
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/4/2018,0,0,56,36
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/5/2018,0.63,0,62,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/6/2018,0.61,0,69,49
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/7/2018,0,0,66,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/8/2018,0.01,0,66,40
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/9/2018,,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/10/2018,,0,,
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/11/2018,0,0,41,24
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/12/2018,0.01,0,52,23
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/13/2018,1.67,0,44,38
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/14/2018,0.1,0,44,36
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/15/2018,0.73,0,50,36
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/16/2018,0.16,0,43,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/17/2018,0,0,52,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/18/2018,0,0,59,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/19/2018,0,0,59,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/20/2018,0.08,0,63,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/21/2018,0,0,45,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/22/2018,0,0,51,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/23/2018,0,0,57,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/24/2018,0.75,0,52,33
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/25/2018,0,0,51,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/26/2018,0.03,0,58,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/27/2018,0.01,0,39,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/28/2018,0,0,31,17
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/29/2018,0,0,35,21
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,11/30/2018,0.22,0,53,22
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/2/2018,0.4,0,66,50
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/3/2018,0,0,67,41
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/4/2018,0.01,0,55,34
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/5/2018,0,0,37,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/6/2018,0.02,0,32,19
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/7/2018,0,0,41,24
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/8/2018,0.01,0,43,24
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/9/2018,1.46,0,38,34
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/10/2018,0.5,0.5,35,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/11/2018,0.31,0,38,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/12/2018,0,0,47,24
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/13/2018,0,0,48,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/14/2018,0,0,58,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/15/2018,0.2,0,59,49
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/16/2018,0.2,0,54,41
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/17/2018,0.08,0,43,33
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/18/2018,0,0,53,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/19/2018,0,0,52,28
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/20/2018,0.1,0,51,30
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/21/2018,1.26,0,51,42
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/22/2018,1.68,0,42,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/23/2018,0,0,42,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/24/2018,0.18,0,50,26
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/25/2018,0,0,43,27
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/26/2018,0,0,47,29
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/27/2018,0,0,55,31
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/28/2018,2,0,60,50
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/29/2018,0.3,0,62,44
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/30/2018,0.03,0,62,42
USC00409065,"TOWNSEND 5 S; TN US",35.6031,-83.7781,550.8,12/31/2018,0.01,0,64,44
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/1/2018,0,0,32,9
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/2/2018,0,0,26,3
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/3/2018,0,0,34,3
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/4/2018,0,0,35,17
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/5/2018,0,0,24,4
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/6/2018,0,0,30,4
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/7/2018,0,0,32,4
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/8/2018,0,0,40,7
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/9/2018,0.12,0,41,28
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/10/2018,0.03,0,53,34
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/11/2018,0,0,54,39
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/12/2018,0.65,0,61,49
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/13/2018,0.79,0.1,57,23
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/14/2018,0,0,31,15
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/15/2018,0,0,34,16
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/16/2018,0,0,42,20
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/17/2018,0.32,1,45,15
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/18/2018,0,0,26,9
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/19/2018,0,0,38,16
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/20/2018,0,0,52,15
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/21/2018,0,0,58,26
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/22/2018,0,0,60,32
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/23/2018,0.11,0,56,32
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/24/2018,0,0,53,24
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/25/2018,0,0,50,21
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/26/2018,0,0,53,21
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/27/2018,0,0,55,23
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/28/2018,0.43,0,54,24
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/29/2018,0.34,0,50,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/30/2018,0,0,49,26
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,1/31/2018,0,0,37,19
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/1/2018,0,0,52,20
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/2/2018,0.23,0,45,27
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/3/2018,0,0,32,17
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/4/2018,0.35,1,47,25
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/5/2018,0.15,0,38,29
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/6/2018,0,0,49,29
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/7/2018,0.69,0,42,38
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/8/2018,0.32,0,55,27
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/9/2018,0,0,52,25
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/10/2018,0.33,0,60,25
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/11/2018,2.25,0,60,43
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/12/2018,1.05,0,61,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/13/2018,0.4,0,59,46
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/14/2018,0.06,0,58,45
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/15/2018,,0,64,47
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/16/2018,,0,73,56
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/17/2018,,0,65,43
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/18/2018,0.41,0,56,35
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/19/2018,0.17,0,67,35
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/20/2018,0,0,69,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/21/2018,0.02,0,73,55
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/22/2018,0,0,76,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/23/2018,0,0,79,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/24/2018,0.08,0,76,53
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/25/2018,0.55,0,71,53
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/26/2018,0.25,0,60,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/27/2018,0.02,0,59,27
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,2/28/2018,0.08,0,64,37
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/1/2018,2.05,0,51,44
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/2/2018,0.86,0,56,37
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/3/2018,0,0,52,30
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/4/2018,0,0,60,26
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/5/2018,0,0,66,30
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/6/2018,0.35,0,63,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/7/2018,0.09,0,50,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/8/2018,0.05,0,42,31
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/9/2018,0,0,36,22
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/10/2018,0,0,50,26
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/11/2018,0.2,0,48,39
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/12/2018,0.83,0,50,41
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/13/2018,0,0,42,31
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/14/2018,0,0.2,43,28
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/15/2018,0.04,0,41,23
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/16/2018,0,0,60,31
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/17/2018,0.03,0,70,38
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/18/2018,0.25,0,71,43
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/19/2018,0,0,69,44
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/20/2018,0.29,0,62,47
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/21/2018,0.13,0,63,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/22/2018,0.11,4.5,37,31
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/23/2018,0,0,46,27
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/24/2018,0.04,0,52,30
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/25/2018,1.3,0,49,42
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/26/2018,0.02,0,61,41
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/27/2018,0,0,56,43
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/28/2018,0,0,55,45
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/29/2018,0,0,75,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/30/2018,0.9,0,75,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,3/31/2018,0,0,57,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/1/2018,0,0,67,37
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/2/2018,0,0,71,40
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/3/2018,0,0,72,45
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/4/2018,0.29,0,79,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/5/2018,0,0,56,30
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/6/2018,0,0,63,35
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/7/2018,1.03,0,54,40
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/8/2018,0.04,0,53,28
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/9/2018,0.12,0,55,29
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/10/2018,0.01,0,50,38
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/11/2018,0,0,63,32
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/12/2018,0,0,64,30
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/13/2018,0,0,75,41
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/14/2018,0,0,75,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/15/2018,0.05,0,77,56
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/16/2018,0.94,0,58,34
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/17/2018,0.01,0,42,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/18/2018,0,0,67,37
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/19/2018,0,0,83,47
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/20/2018,0,0,55,33
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/21/2018,0,0,69,35
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/22/2018,0,0,72,45
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/23/2018,0.37,0,61,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/24/2018,0.9,0,57,53
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/25/2018,,,61,49
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/26/2018,,,63,45
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/27/2018,,0,54,47
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/28/2018,0,0,65,41
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/29/2018,0,0,74,40
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,4/30/2018,0,0,65,31
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/1/2018,0,0,77,34
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/2/2018,0,0,81,46
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/3/2018,0,0,83,50
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/4/2018,0,0,85,52
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/5/2018,0,0,83,54
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/6/2018,0.34,0,76,50
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/7/2018,0,0,69,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/8/2018,0,0,75,49
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/9/2018,0.2,0,76,50
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/10/2018,0,0,78,54
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/11/2018,0.3,0,77,55
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/12/2018,0.11,0,84,54
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/13/2018,0,0,85,55
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/14/2018,0,0,89,55
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/15/2018,0,0,91,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/16/2018,0.62,0,80,60
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/17/2018,,0,71,60
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/18/2018,,0,81,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/19/2018,0.51,0,79,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/20/2018,0.07,0,80,60
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/21/2018,0.03,0,78,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/22/2018,0,0,84,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/23/2018,,0,78,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/24/2018,,0,83,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/25/2018,,0,88,58
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/26/2018,0.41,0,80,66
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/27/2018,0.6,0,81,65
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/28/2018,0.08,0,83,64
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/29/2018,,0,71,64
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/30/2018,,0,73,65
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,5/31/2018,0.17,0,80,65
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/1/2018,0.51,0,78,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/2/2018,0.02,0,79,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/3/2018,0.28,0,84,60
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/4/2018,0.19,0,86,53
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/5/2018,0,0,80,51
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/6/2018,0,0,82,50
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/7/2018,0,0,83,53
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/8/2018,0,0,86,57
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/9/2018,0,0,86,59
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/10/2018,0.11,0,83,58
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/11/2018,0,0,85,63
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/12/2018,0.35,0,78,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/13/2018,,,84,63
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/14/2018,,0,78,61
USC00316341,"CHEROKEE; NC US",35.48997,-83.31361,598.9,6/15/2018,0,0,86,59
